Restaurant,Reviewer,Review,Rating,Metadata
Mustang Terrace Lounge,Shambo Banerjee,It's one of the worst places to be in during the week. The Manager is extremely unfriendly and rude. The music sucks and the food and service is worth abhorrence..,1,"1 Review , 289 Followers"
Mustang Terrace Lounge,Chayan,"This place has quite a ambience to visit for 💯
But that's all you'll get at this place.
They have just two attendant in total to take your order and service time is very poor, I almost forgot I ordered something.
The taste is not worth the wait and the DJ makes it even more worse by his songs!
Ambience 👍
Food 👎
DJ 👎
Service 👎",2,"6 Reviews , 53 Followers"
Mustang Terrace Lounge,Pratheek Denny Padinjarathala,"With an impressive location, it could have been one of the prime spots but the placement of items seems unimaginative. The ambiance created with the light bulbs is utterly ruined with a large screen in the middle of the room. The sound system needs improvement with focus on more than just base. 

The food is good and it was worth the wait in this decrepit atmosphere.

The outdoor seats are not as comfortable and there is no measure to tackle scenarios of rain.

It is a decent place to just have food but expect nothing more",3,"10 Reviews , 43 Followers"
Mustang Terrace Lounge,Biswajit,Went for team dinner to this place. Ambience  was good. We tried various items. Most of them were good and few tasted average as well. But over all it was good.,4,"22 Reviews , 134 Followers"
Mustang Terrace Lounge,Sai Krishna Thota,"The rooftop view is amazing and the ambience inside the lounge is excellent too coupled with great DJ and service. We enjoyed our time out there.

Food 4/5
Service 5/5
Drinks 5/5
Music 5/5",5,"1 Review , 1 Follower"
Mustang Terrace Lounge,Meghana Pammi,"Crowd: Mehh
Ambience: 2/5
Service: 3/5
Drinks: 3/5
Food: 2/5
There are better places in Hyderabad for sure. The drinks were good. Didn't like the crowd at all.",3,"5 Reviews , 40 Followers"
Mustang Terrace Lounge,Harshita Khandelwal,"Pathetic plac, I would never suggest anyone to go here.
Poor service and the waiters have literally no manners at all.
Overall a very bad experience",1,"3 Reviews , 36 Followers"
Mustang Terrace Lounge,Prachita Jayaswal,"Food, drinks and music all is good. What this place lacks is in service. The servers literally forgot us and we had to call them multiple times and remind them to take our orders. The ambience is great. The view is superb. They have 3 sitting areas, indoor and two terrace sitting.",3,"104 Reviews , 531 Followers"
Mustang Terrace Lounge,Himika Saha,This pub is located at the heart of the hi-tech city. It's a rooftop bar with a pleasant view. Nothing very extraordinary about the place. Food is about average. Mostly the office crowd keeps pouring in. Live streams the ipl match in big screen. It mostly remains crowded and yes the music is bollywood,3,"7 Reviews , 12 Followers"
Mustang Terrace Lounge,Sai Jagadeesh Battini,Worst food order Chilly corn and they gave us Pakoda. Bad quality food ever better they suppose need to change the name to Worst food we provide and,1,"4 Reviews , 326 Followers"
GD's,Dasigi Avinash,worst..never trust ratings,1,"2 Reviews , 3 Followers"
GD's,Shrey Kohli,Extremely spicy,2,"10 Reviews , 3 Followers"
GD's,Rafiq,improve ur packing.... food never reaches hot,3,"7 Reviews , 1 Follower"
GD's,Naina Bhardwaj,"Must try place if you are very hungry late night ! Amazing burgers . Even their veg burger tastes so good .
Well my favourite late night joint for burgers",4,"32 Reviews , 10 Followers"
GD's,Ankit Anand,Very good,5,"0 Reviews , 3 Followers"
GD's,Deepika Velivela,"Best grilled chicken burgers in town! 😋
Found this place highly rated on tomato, so we decided to give it a try. And were completely impressed by the lip smacking Milky way burger.
The owner was a really cool person btw!",5,"4 Reviews , 11 Followers"
GD's,Santosh,the bun is not fresh.. the burger was moist and wet,1,"10 Reviews , 2 Followers"
GD's,Putha Pavan,The best place to have a burger is GD’s. Milky Way burger is the must try dish as the cheese flows between the burger and the bbq chicken slice is awesome and mouth watering!,5,"20 Reviews , 30 Followers"
GD's,Karandeep,"Big Bang
Three layers of BBQ chicken strips, a cheese slices and some lettuce. It's a nice tasting marinade but if only they didn't over cook it.
You keep the chicken juicy for that's what makes a burger. You'll need someone who understands the timing and temperature to keep the chicken juicy

Constellation
It's more of a mutton sandwich. Again the problem here is of over cooking. The mutton started to crumble while eating and the binding gave way.

Otherwise for a 2 am food cravings, this is one of the best places to go at.",4,"157 Reviews , 479 Followers"
GD's,Rituparna Bhattacharyya,the item was not fresh prepared,2,"4 Reviews , 1 Follower"
Arena Eleven,Nayan Saha,What to say...one of the worst restaurant in town. Real slow service. No management. No proper place to sit. Worst of all poor customer service. I was a regular visitor bt now the treatment I got makes me not to go again. I also had a corporate party scheduled yesterday trusting there service. But after taking money they didn't provide a table. My team stood there for almost 50mins. Later we were forced to walk out. They did refund the money bt had to go through alot before getting it back. Guys there are lot of good places for watching IPL. This is a shit place...u will end up destroying ur day. Pls refrain from going to this place.,1,"4 Reviews , 2 Followers"
Arena Eleven,Sushree Sarita,"The food here was ok. But the service was worst ever. If you have 3-4hrs free time to spend then come here. The service is slow as sloth. We ordered starters got it after 30min. Then got lunch after an hour. I guess they forget orders after you give them, you have to remind them atleast twice or thrice to get it.",2,"4 Reviews , 19 Followers"
Arena Eleven,Asad Khan,Overall a good place for hanging out during cricket and football matches cause of the ambiance. The food is good as well. We had the kebab platter which was delicious. The masala French fries were hot and crispy. The egg noodles were a good option for the main course. The chicken tikka biryani was disappointing though. The Air conditioner was not open at 4 30 in the afternoon which made it a humid experience.,3,"35 Reviews , 107 Followers"
Arena Eleven,Navdeep Kohli,"Located in midst of SLN terminus this place is a sports bar where you can enjoy a chilled beer along with a good match screening .
The service is a bit slow also the food is mediocre. The ambience is good though .
The manager is good who took feedback and there in ensured everything was up to mark .
Fish Tikka and crispy corn are good and goes well along with a good drink .",4,"92 Reviews , 493 Followers"
Arena Eleven,Satya,Grate buffet too good staters and music and service most try all most 9 staters is given fish and chicken most try ambiance also good sports,5,"1 Review , 1 Follower"
Arena Eleven,Shreyansh Shewalkar,Awosme place for Friends and family. Food quality and taste is fantastic. If you want a lounge kind of experience it is definitely the place to be. All the staffs are friendly,5,"3 Reviews , 2 Followers"
Arena Eleven,Raja Srivathsav,"They’ve opened up recently and I think they have a long way to reach good management.
Other than beer, I’ve tried their LIT and a classic martini!
They’ve got quite a nice ambience for a sports bar.
Food was delicious.
I’ve tried their sizzling non veg tikka platter where you get to choose 3 varieties from their whole kebabs menu!
As per the guy who served us, Jamaican and Nasheman was their speciality.
So we ordered that platter with Jamaican, Nasheman and Malai fish tikka.
Jamaican: 4/5 (more of a spicy tandoor)
Nasheman:3/5 (lame and tasteless)
Malai Fish:4/5 (loves the soft malai fish)

The only problem I faced was table management.
Each time I had to order, I literally had to shout and wave my hands multiple times to get someone’s attention to my table.

Ambience: 4
Service: 3
Food: 5",4,"43 Reviews , 93 Followers"
Arena Eleven,Bhaskar Roy,"I ordered Chicken Hakka, they gave us Chicken Chowmein absolutely white, blant and tasteless. I complained to the waiter who said thats the way they make it, yet he offered to replace with Chicken Schezwan noodles which I declined, as I wasn't sure to further ruin my taste n appetite. Cocktails were decent, non-veg platter was ok ok, couldn't differentiate between the taste in tikkas. I am grading down to 2 stars only because of the amateur Chowmein served in the name of Hakka.",2,"19 Reviews , 49 Followers"
